year,municipality,department,total_cases
2022,"PUERTO DE SAN JOSÉ",ESCUINTLA,16
2022,"SAN ANTONIO AGUAS CALIENTES",SACATEPEQUEZ,15
2022,"SAN ANTONIO SUCHITEPÉQUEZ",SUCHITEPEQUEZ,15
2022,SANARATE,"EL PROGRESO",15
2022,"SAN JORGE",ZACAPA,14
2022,BARILLAS,HUEHUETENANGO,13
2022,"SAN JUAN SACATEPÉQUEZ",GUATEMALA,13
2022,"SAN JACINTO",CHIQUIMULA,13
2022,"LANQUÍN","ALTA VERAPAZ",13
2022,BARBERENA,"SANTA ROSA",12
2022,"NUEVO PROGRESO","SAN MARCOS",12
2022,MALACATANCITO,HUEHUETENANGO,12
2022,CUYOTENANGO,SUCHITEPEQUEZ,11
2022,"SAN PEDRO CARCHÁ","ALTA VERAPAZ",11
2022,"CABAÑAS",ZACAPA,11
2022,"CAMOTÁN",CHIQUIMULA,11
2022,"SAN MARTÍN ZAPOTITLÁN",RETALHULEU,11
2022,"LA DEMOCRACIA",HUEHUETENANGO,10
2022,PALENCIA,GUATEMALA,10
2022,"SAN JOSÉ DEL GOLFO",GUATEMALA,10
2022,IZTAPA,ESCUINTLA,10
2022,"EL ESTOR",IZABAL,9
2022,"EL JÍCARO","EL PROGRESO",9
2022,"SANTA ANA HUISTA",HUEHUETENANGO,9
2022,"SAN VICENTE PACAYA",ESCUINTLA,9
2022,"SAN ANTONIO HUISTA",HUEHUETENANGO,9
2022,IPALA,CHIQUIMULA,9
2022,"EL CHOL","BAJA VERAPAZ",9
2022,"SAN MIGUEL PETAPA",GUATEMALA,8
2022,SIPACATE,ESCUINTLA,8
2022,"SANTA CATARINA IXTAHUACÁN",SOLOLA,8
2022,"SAN JOSÉ","EL PETEN",8
2022,ZUNILITO,SUCHITEPEQUEZ,8
2022,"SAN JOSÉ EL IDOLO",SUCHITEPEQUEZ,8
2022,CHIMALTENANGO,CHIMALTENANGO,7
2022,"SAN PEDRO NECTA",HUEHUETENANGO,7
2022,CHAHAL,"ALTA VERAPAZ",7
2022,"SAN MANUEL CHAPARRÓN",JALAPA,7
2022,CASILLAS,"SANTA ROSA",7
2022,"SANTO TOMÁS LA UNIÓN",SUCHITEPEQUEZ,7
2022,"SAN JUAN LA ERMITA",CHIQUIMULA,7
2022,"SANTA LUCÍA COTZUMALGUAPA",ESCUINTLA,6
2022,"SAN RAFAEL LAS FLORES","SANTA ROSA",6
2022,"SOLOLÁ",SOLOLA,6
2022,YEPOCAPA,CHIMALTENANGO,6
2022,"EL RODEO","SAN MARCOS",6
2022,PANAJACHEL,SOLOLA,6
2022,PANZOS,"ALTA VERAPAZ",6
2022,"CIUDAD VIEJA",SACATEPEQUEZ,6
2022,"SANTA CATARINA BARAHONA",SACATEPEQUEZ,6
2022,RAXRUHA,"ALTA VERAPAZ",5
2022,"CANILLÁ",QUICHE,5
2022,"SAN MARTÍN JILOTEPEQUE",CHIMALTENANGO,5
2022,"SAN SEBASTIÁN",RETALHULEU,5
2022,"NUEVO SAN CARLOS",RETALHULEU,5
2022,"USUMATLÁN",ZACAPA,5
2022,"HUITÉ",ZACAPA,5
2022,"SAN MIGUEL DUEÑAS",SACATEPEQUEZ,5
2022,POCHUTA,CHIMALTENANGO,5
2022,"SAN JOSÉ PINULA",GUATEMALA,4
2022,"PACHALÚN",QUICHE,4
2022,"SANTA MARÍA IXHUATÁN","SANTA ROSA",4
2022,"SAN ANTONIO LA PAZ","EL PROGRESO",4
2022,"SAN PEDRO LA LAGUNA",SOLOLA,4
2022,"SANTO DOMINGO SUCHITEPÉQUEZ",SUCHITEPEQUEZ,4
2022,"SAN RAFAEL PIÉ DE LA CUESTA","SAN MARCOS",4
2022,QUETZALTENANGO,QUETZALTENANGO,3
2022,JOYABAJ,QUICHE,3
2022,"RÍO HONDO",ZACAPA,3
2022,"PUEBLO NUEVO VIÑAS","SANTA ROSA",3
2022,ORATORIO,"SANTA ROSA",3
2022,"TOTONICAPÁN",TOTONICAPAN,3
2022,JOCOTENANGO,SACATEPEQUEZ,3
2022,"SANTIAGO ATITLÁN",SOLOLA,2
2022,CHINAUTLA,GUATEMALA,2
2022,PARRAMOS,CHIMALTENANGO,2
2022,"SANTA CRUZ DEL QUICHÉ",QUICHE,2
2022,YUPILTEPEQUE,JUTIAPA,2
2022,"ZAPOTITLÁN",JUTIAPA,2
2022,"TECPÁN GUATEMALA",CHIMALTENANGO,2
2022,"EL PROGRESO",JUTIAPA,2
2022,JEREZ,JUTIAPA,2
2022,"PURULHÁ","BAJA VERAPAZ",2
2022,"SAN BENITO","EL PETEN",1
2022,MATAQUESCUINTLA,JALAPA,1
2022,"SAN PABLO JOCOPILAS",SUCHITEPEQUEZ,1
2022,"SAN PEDRO AYAMPUC",GUATEMALA,1
2022,"SAN AGUSTÍN ACASAGUASTLÁN","EL PROGRESO",1
2022,"LA REFORMA","SAN MARCOS",1
2022,"SAN JOSÉ ACATEMPA",JUTIAPA,1
2022,"LA LIBERTAD",HUEHUETENANGO,1
2022,ACATENANGO,CHIMALTENANGO,1
2022,FRAIJANES,GUATEMALA,1
2022,"SAN GASPAR IXCHIL",HUEHUETENANGO,1
2022,SACAPULAS,QUICHE,1
2022,"SAN LUCAS SACATEPÉQUEZ",SACATEPEQUEZ,1
2022,SUMPANGO,SACATEPEQUEZ,1
2022,PATULUL,SUCHITEPEQUEZ,1
2022,QUEZADA,JUTIAPA,1
2022,"AGUACATÁN",HUEHUETENANGO,1
2022,"EL ADELANTO",JUTIAPA,1
2022,"EL TEJAR",CHIMALTENANGO,1
2022,"NAHUALÁ",SOLOLA,1
2022,"SAN BERNARDINO",SUCHITEPEQUEZ,1
2022,"SAN FRANCISCO ZAPOTITLÁN",SUCHITEPEQUEZ,1
2022,CANTEL,QUETZALTENANGO,1
2022,"SAN ANTONIO PALOPÓ",SOLOLA,1
2022,"SAN JOSÉ POAQUIL",CHIMALTENANGO,1
2022,"SANTA APOLONIA",CHIMALTENANGO,1
2022,"CONCEPCIÓN",SOLOLA,1
2023,COATEPEQUE,QUETZALTENANGO,4371
2023,MIXCO,GUATEMALA,4200
2023,"ANTIGUA GUATEMALA",SACATEPEQUEZ,3054
2023,ESCUINTLA,ESCUINTLA,2773
2023,GUATEMALA,GUATEMALA,2612
2023,CHIQUIMULA,CHIQUIMULA,2612
2023,JUTIAPA,JUTIAPA,2597
2023,JOYABAJ,QUICHE,2558
2023,JALAPA,JALAPA,2130
2023,ZACAPA,ZACAPA,2023
2023,"AMATITLÁN",GUATEMALA,1826
2023,"SAN JUAN SACATEPÉQUEZ",GUATEMALA,1489
2023,"POPTÚN","EL PETEN",1149
2023,"VILLA NUEVA",GUATEMALA,1131
2023,"CANILLÁ",QUICHE,938
2023,"GUALÁN",ZACAPA,911
2023,CUILAPA,"SANTA ROSA",887
2023,"SALAMÁ","BAJA VERAPAZ",854
2023,ZACUALPA,QUICHE,853
2023,CHIMALTENANGO,CHIMALTENANGO,832
2023,"LA TINTA","ALTA VERAPAZ",802
2023,GUASTATOYA,"EL PROGRESO",744
2023,MAZATENANGO,SUCHITEPEQUEZ,720
2023,ESQUIPULAS,CHIQUIMULA,700
2023,PALENCIA,GUATEMALA,641
2023,"SAN LUIS","EL PETEN",634
2023,"MALACATÁN","SAN MARCOS",532
2023,YEPOCAPA,CHIMALTENANGO,509
2023,"SANTA CATARINA PINULA",GUATEMALA,492
2023,DOLORES,"EL PETEN",481
2023,RABINAL,"BAJA VERAPAZ",473
2023,"SAN LUIS JILOTEPEQUE",JALAPA,473
2023,"SAN ANDRÉS SAJCABAJÁ",QUICHE,468
2023,"PUERTO BARRIOS",IZABAL,462
2023,"EL ESTOR",IZABAL,454
2023,"COBÁN","ALTA VERAPAZ",450
2023,"CIUDAD VIEJA",SACATEPEQUEZ,450
2023,"SOLOLÁ",SOLOLA,442
2023,MORALES,IZABAL,435
2023,"SAN MIGUEL CHICAJ","BAJA VERAPAZ",435
2023,"SAYAXCHÉ","EL PETEN",432
2023,"SAN JOSÉ PINULA",GUATEMALA,427
2023,CHINAUTLA,GUATEMALA,418
2023,"VILLA CANALES",GUATEMALA,416
2023,QUETZALTEPEQUE,CHIQUIMULA,415
2023,"SANTA CRUZ DEL QUICHÉ",QUICHE,415
2023,"SAN BENITO","EL PETEN",410
2023,"SAN JOSÉ DEL GOLFO",GUATEMALA,408
2023,SACAPULAS,QUICHE,391
2023,"SAN CRISTÓBAL VERAPAZ","ALTA VERAPAZ",378
2023,"LA LIBERTAD","EL PETEN",377
2023,"EL PALMAR",QUETZALTENANGO,343
2023,MASAGUA,ESCUINTLA,330
2023,LIVINGSTON,IZABAL,323
2023,"SAN JERÓNIMO","BAJA VERAPAZ",320
2023,"TAMAHÚ","ALTA VERAPAZ",320
2023,COLOMBA,QUETZALTENANGO,314
2023,"SAN RAFAEL LAS FLORES","SANTA ROSA",311
2023,"FLORES COSTA CUCA",QUETZALTENANGO,294
2023,FRAIJANES,GUATEMALA,293
2023,BARBERENA,"SANTA ROSA",284
2023,"IXCÁN",QUICHE,278
2023,"SIQUINALÁ",ESCUINTLA,271
2023,"SENAHÚ","ALTA VERAPAZ",271
2023,"GÉNOVA",QUETZALTENANGO,264
2023,"PUERTO DE SAN JOSÉ",ESCUINTLA,254
2023,GRANADOS,"BAJA VERAPAZ",254
2023,"PALÍN",ESCUINTLA,223
2023,"GUAZACAPÁN","SANTA ROSA",222
2023,"FRAY BARTOLOMÉ DE LAS CASAS","ALTA VERAPAZ",213
2023,"EL CHAL","EL PETEN",211
2023,"LAS CRUCES","EL PETEN",205
2023,"SAN MIGUEL USPANTÁN",QUICHE,198
2023,ACATENANGO,CHIMALTENANGO,196
2023,"SANTIAGO ATITLÁN",SOLOLA,195
2023,JOCOTENANGO,SACATEPEQUEZ,194
2023,"SANTA CRUZ NARANJO","SANTA ROSA",191
2023,"LA GOMERA",ESCUINTLA,185
2023,"SANTA CRUZ VERAPAZ","ALTA VERAPAZ",181
2023,ALOTENANGO,SACATEPEQUEZ,179
2023,"SANTA LUCÍA COTZUMALGUAPA",ESCUINTLA,178
2023,"TECULUTÁN",ZACAPA,177
2023,CASILLAS,"SANTA ROSA",176
2023,"PACHALÚN",QUICHE,176
2023,"JOCOTÁN",CHIQUIMULA,170
2023,"LA UNIÓN",ZACAPA,170
2023,"SAN GASPAR IXCHIL",HUEHUETENANGO,170
2023,RETALHULEU,RETALHULEU,169
2023,OLOPA,CHIQUIMULA,169
2023,"SAN ANTONIO LA PAZ","EL PROGRESO",168
2023,CUBULCO,"BAJA VERAPAZ",161
2023,"CAMOTÁN",CHIQUIMULA,161
2023,TIQUISATE,ESCUINTLA,160
2023,"NUEVA CONCEPCIÓN",ESCUINTLA,157
2023,"SANTA ANA","EL PETEN",155
2023,"SAN PEDRO PINULA",JALAPA,155
2023,"LANQUÍN","ALTA VERAPAZ",152
2023,"SAN LUCAS TOLIMÁN",SOLOLA,148
2023,PARRAMOS,CHIMALTENANGO,138
2023,"SAN ILDELFONSO IXTAHUACÁN",HUEHUETENANGO,138
2023,"SAN PEDRO AYAMPUC",GUATEMALA,133
2023,AYUTLA,"SAN MARCOS",129
2023,"SAN BARTOLOMÉ JOCOTENANGO",QUICHE,127
2023,"SAN PEDRO LA LAGUNA",SOLOLA,125
2023,"NUEVA SANTA ROSA","SANTA ROSA",124
2023,BARILLAS,HUEHUETENANGO,123
2023,MATAQUESCUINTLA,JALAPA,123
2023,"NUEVO PROGRESO","SAN MARCOS",122
2023,"SAN JUAN LA ERMITA",CHIQUIMULA,117
2023,FLORES,"EL PETEN",115
2023,"ASUNCIÓN MITA",JUTIAPA,113
2023,"SAN ANTONIO AGUAS CALIENTES",SACATEPEQUEZ,112
2023,"CABAÑAS",ZACAPA,112
2023,GUANAGAZAPA,ESCUINTLA,112
2023,CHISEC,"ALTA VERAPAZ",110
2023,IPALA,CHIQUIMULA,110
2023,JACALTENANGO,HUEHUETENANGO,109
2023,"SAN JOSÉ LA ARADA",CHIQUIMULA,109
2023,"SAN JUAN LA LAGUNA",SOLOLA,108
2023,HUEHUETENANGO,HUEHUETENANGO,107
2023,"CONCEPCIÓN LAS MINAS",CHIQUIMULA,106
2023,"SAN SEBASTIÁN",RETALHULEU,105
2023,"SAN JACINTO",CHIQUIMULA,105
2023,"LA DEMOCRACIA",HUEHUETENANGO,104
2023,"LA DEMOCRACIA",ESCUINTLA,104
2023,"SAN PEDRO CARCHÁ","ALTA VERAPAZ",104
2023,"NAHUALÁ",SOLOLA,102
2023,SIPACATE,ESCUINTLA,99
2023,TAXISCO,"SANTA ROSA",97
2023,"SAN MIGUEL DUEÑAS",SACATEPEQUEZ,96
2023,PANAJACHEL,SOLOLA,93
2023,"SAN FRANCISCO","EL PETEN",86
2023,"EL CHOL","BAJA VERAPAZ",86
2023,"SANTA CATARINA IXTAHUACÁN",SOLOLA,85
2023,PASTORES,SACATEPEQUEZ,85
2023,CHAHAL,"ALTA VERAPAZ",79
2023,"SAN MIGUEL PETAPA",GUATEMALA,76
2023,"EL TUMBADOR","SAN MARCOS",76
2023,MOYUTA,JUTIAPA,76
2023,"SANTA CATARINA PALOPÓ",SOLOLA,76
2023,"AGUACATÁN",HUEHUETENANGO,73
2023,IZTAPA,ESCUINTLA,69
2023,"SANTO TOMÁS LA UNIÓN",SUCHITEPEQUEZ,67
2023,"NENTÓN",HUEHUETENANGO,65
2023,"SAN ANDRÉS ITZAPA",CHIMALTENANGO,65
2023,"SAN PEDRO NECTA",HUEHUETENANGO,64
2023,"MELCHOR DE MENCOS","EL PETEN",64
2023,"EL ASINTAL",RETALHULEU,64
2023,CUILCO,HUEHUETENANGO,63
2023,CHIQUIMULILLA,"SANTA ROSA",60
2023,MONJAS,JALAPA,60
2023,COLOTENANGO,HUEHUETENANGO,58
2023,"SAN RAYMUNDO",GUATEMALA,58
2023,"SAN ANTONIO HUISTA",HUEHUETENANGO,57
2023,"SAN FELIPE",RETALHULEU,57
2023,PANZOS,"ALTA VERAPAZ",57
2023,"SANTA CRUZ MULÚA",RETALHULEU,56
2023,CHICACAO,SUCHITEPEQUEZ,54
2023,"SAN MARCOS","SAN MARCOS",54
2023,"SAN ANDRÉS VILLA SECA",RETALHULEU,53
2023,CHUARRANCHO,GUATEMALA,52
2023,"TUCURÚ","ALTA VERAPAZ",51
2023,"SAN ANDRÉS","EL PETEN",49
2023,"SAN ANTONIO PALOPÓ",SOLOLA,48
2023,"SANTA ROSA DE LIMA","SANTA ROSA",47
2023,RAXRUHA,"ALTA VERAPAZ",46
2023,"SANTA MARÍA IXHUATÁN","SANTA ROSA",45
2023,COMAPA,JUTIAPA,44
2023,"NUEVO SAN CARLOS",RETALHULEU,42
2023,CHAMPERICO,RETALHULEU,40
2023,"SAN MANUEL CHAPARRÓN",JALAPA,39
2023,"SAN JUAN TECUACO","SANTA ROSA",39
2023,"SAN JORGE",ZACAPA,38
2023,SANARATE,"EL PROGRESO",38
2023,CATARINA,"SAN MARCOS",37
2023,"OCÓS","SAN MARCOS",36
2023,SUMPANGO,SACATEPEQUEZ,36
2023,"SAN MARTÍN JILOTEPEQUE",CHIMALTENANGO,35
2023,"SAN VICENTE PACAYA",ESCUINTLA,35
2023,"LOS AMATES",IZABAL,34
2023,PASACO,JUTIAPA,34
2023,"SAN PEDRO SACATEPÉQUEZ",GUATEMALA,32
2023,"SAN LUCAS SACATEPÉQUEZ",SACATEPEQUEZ,32
2023,"USUMATLÁN",ZACAPA,31
2023,"EL JÍCARO","EL PROGRESO",29
2023,"CAHABÓN","ALTA VERAPAZ",29
2023,"PUEBLO NUEVO VIÑAS","SANTA ROSA",29
2023,"SANTA ANA HUISTA",HUEHUETENANGO,28
2023,JALPATAGUA,JUTIAPA,27
2023,ORATORIO,"SANTA ROSA",27
2023,"LA REFORMA","SAN MARCOS",26
2023,"RÍO HONDO",ZACAPA,25
2023,"CHICAMÁN",QUICHE,25
2023,POCHUTA,CHIMALTENANGO,25
2023,"EL QUETZAL","SAN MARCOS",24
2023,"SAN DIEGO",ZACAPA,24
2023,"CUNÉN",QUICHE,24
2023,"TECPÁN GUATEMALA",CHIMALTENANGO,24
2023,"SAN MARTÍN ZAPOTITLÁN",RETALHULEU,22
2023,"SANTO DOMINGO XENACOJ",SACATEPEQUEZ,22
2023,ATESCATEMPA,JUTIAPA,21
2023,"SAN ANTONIO SUCHITEPÉQUEZ",SUCHITEPEQUEZ,21
2023,CUYOTENANGO,SUCHITEPEQUEZ,20
2023,YUPILTEPEQUE,JUTIAPA,20
2023,ESTANZUELA,ZACAPA,19
2023,TACTIC,"ALTA VERAPAZ",19
2023,QUEZADA,JUTIAPA,19
2023,"SANTA CATARINA BARAHONA",SACATEPEQUEZ,19
2023,"PATZICÍA",CHIMALTENANGO,16
2023,PATULUL,SUCHITEPEQUEZ,16
2023,ZARAGOZA,CHIMALTENANGO,16
2023,NEBAJ,QUICHE,16
2023,"SAN JOSÉ","EL PETEN",15
2023,"TECTITÁN",HUEHUETENANGO,14
2023,"SAN CRISTÓBAL ACASAGUASTLÁN","EL PROGRESO",14
2023,"AGUA BLANCA",JUTIAPA,14
2023,"PURULHÁ","BAJA VERAPAZ",13
2023,"EL TEJAR",CHIMALTENANGO,12
2023,"SAN JUAN CHAMELCO","ALTA VERAPAZ",12
2023,"MORAZÁN","EL PROGRESO",11
2023,"SANTIAGO SACATEPÉQUEZ",SACATEPEQUEZ,11
2023,"SAN JOSÉ EL IDOLO",SUCHITEPEQUEZ,10
2023,"SAN PABLO","SAN MARCOS",9
2023,"HUITÉ",ZACAPA,9
2023,ZUNILITO,SUCHITEPEQUEZ,9
2023,"SAN JUAN COTZAL",QUICHE,9
2023,CONGUACO,JUTIAPA,7
2023,"EL RODEO","SAN MARCOS",7
2023,"TOTONICAPÁN",TOTONICAPAN,7
2023,MALACATANCITO,HUEHUETENANGO,7
2023,"SANTA CATARINA MITA",JUTIAPA,6
2023,"CHICHÉ",QUICHE,6
2023,"SANTA CRUZ BALANYÁ",CHIMALTENANGO,6
2023,"SAN AGUSTÍN ACASAGUASTLÁN","EL PROGRESO",5
2023,"LA LIBERTAD",HUEHUETENANGO,5
2023,JEREZ,JUTIAPA,5
2023,"SAN JOSÉ ACATEMPA",JUTIAPA,4
2023,"ZAPOTITLÁN",JUTIAPA,4
2023,SANSARE,"EL PROGRESO",4
2023,"SAN BARTOLOMÉ MILPAS ALTAS",SACATEPEQUEZ,4
2023,"SANTA LUCÍA MILPAS ALTAS",SACATEPEQUEZ,4
2023,"SAN JOSÉ POAQUIL",CHIMALTENANGO,4
2023,"MAGDALENA MILPAS ALTAS",SACATEPEQUEZ,4
2023,PAJAPITA,"SAN MARCOS",3
2023,"SAN BERNARDINO",SUCHITEPEQUEZ,3
2023,TEJUTLA,"SAN MARCOS",3
2023,"SAN PEDRO SOLOMA",HUEHUETENANGO,3
2023,CHICHICASTENANGO,QUICHE,3
2023,"RÍO BLANCO","SAN MARCOS",3
2023,"SAN ANDRÉS SEMETABAJ",SOLOLA,2
2023,"SANTA BÁRBARA",SUCHITEPEQUEZ,2
2023,"SAN JUAN BAUTISTA",SUCHITEPEQUEZ,2
2023,"SANTO DOMINGO SUCHITEPÉQUEZ",SUCHITEPEQUEZ,2
2023,"SAN RAFAEL PIÉ DE LA CUESTA","SAN MARCOS",2
2023,MOMOSTENANGO,TOTONICAPAN,2
2023,CANTEL,QUETZALTENANGO,2
2023,"SAN MIGUEL IXTAHUACÁN","SAN MARCOS",2
2023,"SAN PEDRO JOCOPILAS",QUICHE,2
2023,"SANTA LUCÍA UTATLÁN",SOLOLA,2
2023,"SANTA MARÍA DE JESÚS",SACATEPEQUEZ,2
2023,"SAN MIGUEL PANÁN",SUCHITEPEQUEZ,1
2023,"EL PROGRESO",JUTIAPA,1
2023,"SAN RAFAEL PETZAL",HUEHUETENANGO,1
2023,"SANTA APOLONIA",CHIMALTENANGO,1
2023,ZUNIL,QUETZALTENANGO,1
2023,"SAN ANTONIO ILOTENANGO",QUICHE,1
2023,CHIANTLA,HUEHUETENANGO,1
2023,"SAN JOSÉ OJETENAM","SAN MARCOS",1
2023,"SANTA CLARA LA LAGUNA",SOLOLA,1
2023,"SANTA LUCÍA LA REFORMA",TOTONICAPAN,1
2023,"SANTA MARÍA CHIQUIMULA",TOTONICAPAN,1
2023,"SALCAJÁ",QUETZALTENANGO,1
2023,"SAN PEDRO SACATEPÉQUEZ","SAN MARCOS",1
2024,JUTIAPA,JUTIAPA,8922
2024,COATEPEQUE,QUETZALTENANGO,8180
2024,GUATEMALA,GUATEMALA,6902
2024,MIXCO,GUATEMALA,6280
2024,"COBÁN","ALTA VERAPAZ",4218
2024,"MALACATÁN","SAN MARCOS",3895
2024,"ANTIGUA GUATEMALA",SACATEPEQUEZ,3657
2024,MAZATENANGO,SUCHITEPEQUEZ,3338
2024,JALAPA,JALAPA,3178
2024,"AMATITLÁN",GUATEMALA,2948
2024,"SAN BENITO","EL PETEN",2851
2024,CHIMALTENANGO,CHIMALTENANGO,2766
2024,ESCUINTLA,ESCUINTLA,2754
2024,"SALAMÁ","BAJA VERAPAZ",2381
2024,CUILAPA,"SANTA ROSA",1824
2024,"SAN JUAN SACATEPÉQUEZ",GUATEMALA,1785
2024,RABINAL,"BAJA VERAPAZ",1695
2024,GUASTATOYA,"EL PROGRESO",1582
2024,ZACAPA,ZACAPA,1555
2024,"CHICAMÁN",QUICHE,1528
2024,CHIQUIMULA,CHIQUIMULA,1492
2024,"SAN CRISTÓBAL VERAPAZ","ALTA VERAPAZ",1485
2024,"SOLOLÁ",SOLOLA,1434
2024,"SAN MIGUEL USPANTÁN",QUICHE,1430
2024,"ASUNCIÓN MITA",JUTIAPA,1285
2024,RETALHULEU,RETALHULEU,1225
2024,"VILLA NUEVA",GUATEMALA,1208
2024,"NUEVA SANTA ROSA","SANTA ROSA",1131
2024,PALENCIA,GUATEMALA,944
2024,YEPOCAPA,CHIMALTENANGO,922
2024,"GUALÁN",ZACAPA,917
2024,CUILCO,HUEHUETENANGO,881
2024,"GÉNOVA",QUETZALTENANGO,876
2024,"SAN PEDRO CARCHÁ","ALTA VERAPAZ",865
2024,"SAN JOSÉ PINULA",GUATEMALA,845
2024,CHINAUTLA,GUATEMALA,803
2024,"VILLA CANALES",GUATEMALA,783
2024,"SANTA CRUZ VERAPAZ","ALTA VERAPAZ",752
2024,GRANADOS,"BAJA VERAPAZ",740
2024,"SAN LUIS JILOTEPEQUE",JALAPA,737
2024,TIQUISATE,ESCUINTLA,735
2024,"SAN JUAN LA LAGUNA",SOLOLA,700
2024,CASILLAS,"SANTA ROSA",694
2024,"EL TUMBADOR","SAN MARCOS",678
2024,ATESCATEMPA,JUTIAPA,651
2024,COLOMBA,QUETZALTENANGO,639
2024,"LA TINTA","ALTA VERAPAZ",624
2024,"AGUACATÁN",HUEHUETENANGO,617
2024,HUEHUETENANGO,HUEHUETENANGO,616
2024,"LA UNIÓN",ZACAPA,613
2024,TACTIC,"ALTA VERAPAZ",611
2024,PANAJACHEL,SOLOLA,611
2024,"CANILLÁ",QUICHE,603
2024,"POPTÚN","EL PETEN",591
2024,"SAYAXCHÉ","EL PETEN",590
2024,FRAIJANES,GUATEMALA,574
2024,SACAPULAS,QUICHE,570
2024,"SANTA CATARINA MITA",JUTIAPA,561
2024,CUBULCO,"BAJA VERAPAZ",542
2024,QUETZALTEPEQUE,CHIQUIMULA,507
2024,"LANQUÍN","ALTA VERAPAZ",497
2024,"SAN PEDRO LA LAGUNA",SOLOLA,494
2024,JACALTENANGO,HUEHUETENANGO,472
2024,"CAMOTÁN",CHIQUIMULA,472
2024,"SAN ILDELFONSO IXTAHUACÁN",HUEHUETENANGO,462
2024,"PUERTO BARRIOS",IZABAL,455
2024,"FLORES COSTA CUCA",QUETZALTENANGO,455
2024,JEREZ,JUTIAPA,449
2024,"NUEVO PROGRESO","SAN MARCOS",433
2024,BARILLAS,HUEHUETENANGO,429
2024,"SAN PABLO","SAN MARCOS",429
2024,"SANTA CATARINA PINULA",GUATEMALA,426
2024,"SANTA CATARINA IXTAHUACÁN",SOLOLA,424
2024,BARBERENA,"SANTA ROSA",421
2024,"CAHABÓN","ALTA VERAPAZ",412
2024,"SAN PEDRO AYAMPUC",GUATEMALA,406
2024,SUMPANGO,SACATEPEQUEZ,403
2024,MORALES,IZABAL,400
2024,"IXCÁN",QUICHE,400
2024,DOLORES,"EL PETEN",397
2024,"SAN ANTONIO LA PAZ","EL PROGRESO",392
2024,"SAN MARCOS","SAN MARCOS",386
2024,"SANTA CRUZ DEL QUICHÉ",QUICHE,380
2024,"SANTA ANA","EL PETEN",376
2024,"SANTA LUCÍA COTZUMALGUAPA",ESCUINTLA,367
2024,"SAN JOSÉ DEL GOLFO",GUATEMALA,367
2024,"SAN ANTONIO HUISTA",HUEHUETENANGO,364
2024,"SAN MARTÍN JILOTEPEQUE",CHIMALTENANGO,362
2024,"NUEVO SAN CARLOS",RETALHULEU,356
2024,"SAN ANDRÉS VILLA SECA",RETALHULEU,351
2024,ESQUIPULAS,CHIQUIMULA,348
2024,IPALA,CHIQUIMULA,342
2024,PARRAMOS,CHIMALTENANGO,339
2024,"SAN LUIS","EL PETEN",336
2024,"SANTA ROSA DE LIMA","SANTA ROSA",335
2024,AYUTLA,"SAN MARCOS",328
2024,"PALÍN",ESCUINTLA,328
2024,"SAN ANTONIO AGUAS CALIENTES",SACATEPEQUEZ,327
2024,CATARINA,"SAN MARCOS",320
2024,"SAN SEBASTIÁN",RETALHULEU,319
2024,MATAQUESCUINTLA,JALAPA,317
2024,"SAN MARTÍN ZAPOTITLÁN",RETALHULEU,311
2024,"SAN PEDRO NECTA",HUEHUETENANGO,306
2024,CHUARRANCHO,GUATEMALA,306
2024,"NUEVA CONCEPCIÓN",ESCUINTLA,305
2024,"LA LIBERTAD","EL PETEN",302
2024,"SANTA CRUZ LA LAGUNA",SOLOLA,302
2024,ZACUALPA,QUICHE,288
2024,"SAN MIGUEL CHICAJ","BAJA VERAPAZ",283
2024,"MELCHOR DE MENCOS","EL PETEN",282
2024,"EL RODEO","SAN MARCOS",278
2024,"EL PALMAR",QUETZALTENANGO,276
2024,"SIQUINALÁ",ESCUINTLA,274
2024,"SENAHÚ","ALTA VERAPAZ",273
2024,MALACATANCITO,HUEHUETENANGO,268
2024,"SANTIAGO ATITLÁN",SOLOLA,266
2024,JOYABAJ,QUICHE,265
2024,"CUNÉN",QUICHE,255
2024,"SAN JERÓNIMO","BAJA VERAPAZ",254
2024,"PUERTO DE SAN JOSÉ",ESCUINTLA,251
2024,"SAN RAFAEL PIÉ DE LA CUESTA","SAN MARCOS",248
2024,MASAGUA,ESCUINTLA,246
2024,"SAN LUCAS TOLIMÁN",SOLOLA,246
2024,ALOTENANGO,SACATEPEQUEZ,245
2024,"SAN FELIPE",RETALHULEU,244
2024,CHAHAL,"ALTA VERAPAZ",243
2024,"LA LIBERTAD",HUEHUETENANGO,242
2024,"SAN MARCOS LA LAGUNA",SOLOLA,238
2024,CHIQUIMULILLA,"SANTA ROSA",231
2024,MONJAS,JALAPA,230
2024,"CIUDAD VIEJA",SACATEPEQUEZ,229
2024,"SAN JUAN CHAMELCO","ALTA VERAPAZ",221
2024,ACATENANGO,CHIMALTENANGO,220
2024,"OCÓS","SAN MARCOS",219
2024,"SAN PEDRO SACATEPÉQUEZ",GUATEMALA,218
2024,"SANTO DOMINGO XENACOJ",SACATEPEQUEZ,216
2024,"EL TEJAR",CHIMALTENANGO,213
2024,"TUCURÚ","ALTA VERAPAZ",206
2024,"EL CHAL","EL PETEN",198
2024,"LA DEMOCRACIA",ESCUINTLA,197
2024,CHICACAO,SUCHITEPEQUEZ,195
2024,"CABAÑAS",ZACAPA,195
